Dispatch_ID,GPU_ID,Queue_ID,PID,TID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Start_Timestamp,End_Timestamp,Correlation_ID,Kernel_ID,CPC_CPC_STAT_BUSY,CPC_CPC_STAT_STALL,SQC_DCACHE_HITS,SQC_ICACHE_MISSES_DUPLICATE,SQ_INSTS_GDS,SQ_INSTS_VALU_ADD_F64,SQ_INSTS_VALU_MFMA_MOPS_F8,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,SQ_WAIT_INST_ANY,TA_ADDR_STALLED_BY_TD_CYCLES_sum,TA_BUFFER_ATOMIC_WAVEFRONTS_sum,TCC_BUBBLE_sum,TCC_EA0_ATOMIC_sum,TCC_EA0_WRREQ_LEVEL_sum,TCC_NC_REQ_sum,TCP_TCC_ATOMIC_WITH_RET_REQ_sum,TCP_TCC_UC_WRITE_REQ_sum,TCP_TCC_WRITE_REQ_sum,TCP_WRITE_TAGCONFLICT_STALL_CYCLES_sum
0,0,1,1638,1638,622592,256,0,0,56,0,48,64,"void at::native::(anonymous namespace)::distribution_elementwise_grid_stride_kernel<float, 4, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2}, at::native::(anonymous namespace)::distribution_nullary_kernel<c10::Half, float, HIP_vector_type<float, 4u>, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2}, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2} const&, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(int, float)#1}>(long, at::PhiloxCudaState, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2}, at::native::(anonymous namespace)::distribution_nullary_kernel<c10::Half, float, HIP_vector_type<float, 4u>, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2}, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2} const&, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(int, float)#1})",12891414517607,12891416284189,1,14,19515543.0,3837730.0,67865.0,18573.0,0.0,0.0,0.0,5359461076.0,5359461076.0,1873368794.0,0.0,0.0,0.0,0.0,8087779658.0,0.0,0.0,0.0,33554432.0,0.0
1,0,1,1638,1638,622592,256,0,0,56,0,48,64,"void at::native::(anonymous namespace)::distribution_elementwise_grid_stride_kernel<float, 4, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2}, at::native::(anonymous namespace)::distribution_nullary_kernel<c10::Half, float, HIP_vector_type<float, 4u>, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2}, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2} const&, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(int, float)#1}>(long, at::PhiloxCudaState, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2}, at::native::(anonymous namespace)::distribution_nullary_kernel<c10::Half, float, HIP_vector_type<float, 4u>, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2}, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2} const&, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(int, float)#1})",12891416727527,12891418215388,2,14,19588862.0,3713192.0,67904.0,19454.0,0.0,0.0,0.0,5345583145.0,5345583145.0,1875115648.0,0.0,0.0,0.0,0.0,8533121436.0,0.0,0.0,0.0,33554432.0,0.0
2,0,1,1638,1638,32768,256,0,0,56,0,48,64,"void at::native::(anonymous namespace)::distribution_elementwise_grid_stride_kernel<float, 4, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2}, at::native::(anonymous namespace)::distribution_nullary_kernel<c10::Half, float, HIP_vector_type<float, 4u>, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2}, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2} const&, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(int, float)#1}>(long, at::PhiloxCudaState, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2}, at::native::(anonymous namespace)::distribution_nullary_kernel<c10::Half, float, HIP_vector_type<float, 4u>, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2}, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_and_transform<c10::Half, float, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::CUDAGeneratorImpl*, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(hiprandStatePhilox4_32_10*)#2} const&, at::native::templates::cuda::normal_kernel<at::CUDAGeneratorImpl*>(at::TensorBase const&, double, double, at::CUDAGeneratorImpl*)::{lambda()#1}::operator()() const::{lambda()#3}::operator()() const::{lambda(float)#1})::{lambda(int, float)#1})",12891418645938,12891418650830,3,14,161760.0,56491.0,1536.0,1260.0,0.0,0.0,0.0,448521.0,448521.0,574.0,0.0,0.0,0.0,0.0,260552.0,0.0,0.0,0.0,1024.0,0.0
3,0,1,1638,1638,16777216,256,0,0,40,192,48,64,matmulbias_kernel,12891784295097,12892024944942,4,27,3116140771.0,2980936.0,0.0,2816.0,0.0,0.0,0.0,1454606270086.0,1454606270086.0,38948965821.0,0.0,0.0,4424096001.0,0.0,17052365950.0,0.0,0.0,0.0,134217728.0,201326592.0
4,0,1,1638,1638,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12892038231199,12892038273936,5,141,830641.0,75651.0,60744.0,3633.0,0.0,0.0,0.0,554308922.0,554308922.0,127918028.0,0.0,0.0,0.0,0.0,1668859563.0,0.0,0.0,0.0,4194304.0,0.0
5,0,1,1638,1638,16777216,256,0,0,40,192,48,64,matmulbias_kernel,12892038641567,12892276876109,6,27,2463423990.0,4233845.0,0.0,12044.0,0.0,0.0,0.0,1092160343095.0,1092160343095.0,38248023040.0,0.0,0.0,4424925069.0,0.0,8858386321.0,0.0,0.0,0.0,135297536.0,201326592.0
6,0,1,1638,1638,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12892277343893,12892277391762,7,141,728889.0,69549.0,60576.0,6732.0,0.0,0.0,0.0,439188752.0,439188752.0,116512136.0,0.0,0.0,0.0,0.0,1361790089.0,0.0,0.0,0.0,4194304.0,0.0
7,0,1,1638,1638,16777216,256,0,0,40,192,48,64,matmulbias_kernel,12892277793053,12892529900655,8,27,2462586959.0,10322635.0,0.0,2897.0,0.0,0.0,0.0,1065901554023.0,1065901554023.0,38078916181.0,0.0,0.0,4424410061.0,0.0,7839278968.0,0.0,0.0,0.0,134217728.0,201326592.0
8,0,1,1638,1638,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12892530291702,12892530333998,9,141,837241.0,83363.0,60724.0,3917.0,0.0,0.0,0.0,551372989.0,551372989.0,125899998.0,0.0,0.0,0.0,0.0,1655163625.0,0.0,0.0,0.0,4194304.0,0.0
9,0,1,1638,1638,16777216,256,0,0,40,192,48,64,matmulbias_kernel,12892530709858,12892768575239,10,27,2428423558.0,2832016.0,0.0,2783.0,0.0,0.0,0.0,1078507265936.0,1078507265936.0,38366157767.0,0.0,0.0,4424157436.0,0.0,8265673283.0,0.0,0.0,0.0,134217728.0,201326592.0
10,0,1,1638,1638,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12892769026104,12892769070284,11,141,633486.0,63617.0,60760.0,3233.0,0.0,0.0,0.0,421848610.0,421848610.0,89986767.0,0.0,0.0,0.0,0.0,1177663455.0,0.0,0.0,0.0,4194304.0,0.0
11,0,1,1638,1638,16777216,256,0,0,40,192,48,64,matmulbias_kernel,12892769485518,12893015255835,12,27,2453490523.0,7804270.0,0.0,2913.0,0.0,0.0,0.0,1075535437397.0,1075535437397.0,38282286572.0,0.0,0.0,4424303140.0,0.0,8038119972.0,0.0,0.0,0.0,134217728.0,201326592.0
12,0,1,1638,1638,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12893015649368,12893015692306,13,141,807631.0,76296.0,60732.0,3844.0,0.0,0.0,0.0,535054066.0,535054066.0,121295346.0,0.0,0.0,0.0,0.0,1586516238.0,0.0,0.0,0.0,4194304.0,0.0
13,0,1,1638,1638,16777216,256,0,0,40,192,48,64,matmulbias_kernel,12893016056271,12893266982937,14,27,2617336977.0,14452784.0,0.0,2861.0,0.0,0.0,0.0,1143818606345.0,1143818606345.0,38101239203.0,0.0,0.0,4424760606.0,0.0,9251824594.0,0.0,0.0,0.0,134217728.0,201326592.0
14,0,1,1638,1638,16777216,256,0,0,40,192,48,64,matmulbias_kernel,12893267525177,12893520922775,15,27,2521842722.0,9996073.0,0.0,2875.0,0.0,0.0,0.0,1101125394650.0,1101125394650.0,38046014829.0,0.0,0.0,4424341542.0,0.0,8424933599.0,0.0,0.0,0.0,134217728.0,201326592.0
15,0,1,1638,1638,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12893521320758,12893521370070,16,141,941082.0,78615.0,60714.0,4123.0,0.0,0.0,0.0,639329342.0,639329342.0,147667293.0,0.0,0.0,0.0,0.0,1920613947.0,0.0,0.0,0.0,4194304.0,0.0
16,0,1,1638,1638,16777216,256,0,0,40,192,48,64,matmulbias_kernel,12893521774070,12893766206519,17,27,2473969477.0,10394332.0,0.0,3139.0,0.0,0.0,0.0,1079913160398.0,1079913160398.0,38384365861.0,0.0,0.0,4424373587.0,0.0,8160469294.0,0.0,0.0,0.0,134217728.0,201326592.0
17,0,1,1638,1638,33554432,512,0,0,20,132,48,64,matmulbias_kernel,12893768756500,12894031919428,18,196,2096377513.0,11076028.0,0.0,2677.0,0.0,0.0,0.0,535949950462.0,535949950462.0,71283838922.0,0.0,0.0,4489639248.0,0.0,5445357466.0,0.0,0.0,0.0,134217728.0,201326592.0
18,0,1,1638,1638,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12894032410663,12894032459333,19,141,939460.0,81275.0,60706.0,4244.0,0.0,0.0,0.0,638829081.0,638829081.0,147581211.0,0.0,0.0,0.0,0.0,1948668181.0,0.0,0.0,0.0,4194304.0,0.0
19,0,1,1638,1638,33554432,512,0,0,20,132,48,64,matmulbias_kernel,12894032860681,12894285726517,20,196,2108475378.0,11721225.0,0.0,2762.0,0.0,0.0,0.0,577443534334.0,577443534334.0,70968124828.0,0.0,0.0,4755505327.0,0.0,6224420099.0,0.0,0.0,0.0,134217728.0,201326592.0
20,0,1,1638,1638,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12894286139454,12894286197145,21,141,1092651.0,80288.0,60614.0,4715.0,0.0,0.0,0.0,758152104.0,758152104.0,178555034.0,0.0,0.0,0.0,0.0,2319332560.0,0.0,0.0,0.0,4194304.0,0.0
21,0,1,1638,1638,33554432,512,0,0,20,132,48,64,matmulbias_kernel,12894286614586,12894546117938,22,196,2119241195.0,11610619.0,0.0,17094.0,0.0,0.0,0.0,588117801502.0,588117801502.0,70979571410.0,0.0,0.0,4811044139.0,0.0,6588083828.0,0.0,0.0,0.0,136007680.0,201326592.0
22,0,1,1638,1638,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12894546535365,12894546597426,23,141,1097920.0,90312.0,60576.0,8620.0,0.0,0.0,0.0,672805564.0,672805564.0,192522234.0,0.0,0.0,0.0,0.0,2293432291.0,0.0,0.0,0.0,4194304.0,0.0
23,0,1,1638,1638,33554432,512,0,0,20,132,48,64,matmulbias_kernel,12894547063405,12894802501937,24,196,2116793840.0,11147867.0,0.0,2713.0,0.0,0.0,0.0,592078967657.0,592078967657.0,71018696312.0,0.0,0.0,4865144388.0,0.0,6216142883.0,0.0,0.0,0.0,134217728.0,201326592.0
24,0,1,1638,1638,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12894802918121,12894802976133,25,141,1001632.0,84008.0,60633.0,4446.0,0.0,0.0,0.0,682155923.0,682155923.0,158806729.0,0.0,0.0,0.0,0.0,2103201191.0,0.0,0.0,0.0,4194304.0,0.0
25,0,1,1638,1638,33554432,512,0,0,20,132,48,64,matmulbias_kernel,12894803361336,12895061932831,26,196,2113448458.0,11686639.0,0.0,2719.0,0.0,0.0,0.0,567412228882.0,567412228882.0,71148029763.0,0.0,0.0,4720364495.0,0.0,5883647187.0,0.0,0.0,0.0,134217728.0,201326592.0
26,0,1,1638,1638,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12895062433367,12895062482278,27,141,877810.0,78161.0,60692.0,4409.0,0.0,0.0,0.0,608364372.0,608364372.0,140505395.0,0.0,0.0,0.0,0.0,1867356111.0,0.0,0.0,0.0,4194304.0,0.0
27,0,1,1638,1638,33554432,512,0,0,20,132,48,64,matmulbias_kernel,12895062858622,12895325740733,28,196,2096048659.0,11369041.0,0.0,2695.0,0.0,0.0,0.0,524362777618.0,524362777618.0,71382518383.0,0.0,0.0,4480105675.0,0.0,5267069894.0,0.0,0.0,0.0,134217728.0,201326592.0
28,0,1,1638,1638,33554432,512,0,0,20,132,48,64,matmulbias_kernel,12895326276489,12895583122657,29,196,2107473969.0,10331962.0,0.0,2729.0,0.0,0.0,0.0,580906922353.0,580906922353.0,71000092696.0,0.0,0.0,4830646085.0,0.0,6130678874.0,0.0,0.0,0.0,134217728.0,201326592.0
29,0,1,1638,1638,4194304,256,0,0,12,4,32,64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)",12895583582180,12895583631692,30,141,869394.0,71900.0,60716.0,4322.0,0.0,0.0,0.0,586525466.0,586525466.0,133336016.0,0.0,0.0,0.0,0.0,1772940356.0,0.0,0.0,0.0,4194304.0,0.0
30,0,1,1638,1638,33554432,512,0,0,20,132,48,64,matmulbias_kernel,12895584010737,12895836088400,31,196,2106726093.0,10669827.0,0.0,2685.0,0.0,0.0,0.0,596262391112.0,596262391112.0,70743707839.0,0.0,0.0,4755453896.0,0.0,6329117562.0,0.0,0.0,0.0,134217728.0,201326592.0
